1.000000000000000056e-01,5.999999999999999778e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01
1.000000000000000056e-01,5.999999999999999778e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01
1.000000000000000056e-01,5.999999999999999778e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01
1.000000000000000056e-01,5.999999999999999778e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01
5.999999999999999778e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01
1.000000000000000056e-01,1.000000000000000056e-01,5.999999999999999778e-01,1.000000000000000056e-01,1.000000000000000056e-01
1.000000000000000056e-01,1.000000000000000056e-01,5.999999999999999778e-01,1.000000000000000056e-01,1.000000000000000056e-01
1.092426498141558372e-01,1.343829002251601124e-01,6.228099511221145690e-01,2.695857476599955796e-02,1.066059240725699131e-01
1.482976413656614603e-03,6.431999707405910982e-02,7.048410151470679841e-01,1.420621731108633878e-01,8.729383825435289845e-02
5.999999999999999778e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01
1.000000000000000056e-01,1.000000000000000056e-01,5.999999999999999778e-01,1.000000000000000056e-01,1.000000000000000056e-01
4.106301997545353522e-01,4.793402133412688615e-02,8.181340422227161013e-02,3.535190681275707236e-02,4.242704678763090098e-01
1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01,5.999999999999999778e-01
1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01,5.999999999999999778e-01,1.000000000000000056e-01
1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01,5.999999999999999778e-01,1.000000000000000056e-01
